Respondent_type,pid,research_type_qualitative,research_type_quant_experimental,research_type_quant_observational,research_type_quant_other,research_type_theoretical,year_complete_phd,Research type,Career stage,publicly_posting_what_percentage_subfield,publicly_posting_distribution_of_opinion_subfield_1,publicly_posting_distribution_of_opinion_subfield_2,publicly_posting_distribution_of_opinion_subfield_3,publicly_posting_distribution_of_opinion_subfield_4,publicly_posting_distribution_of_opinion_subfield_5,analysis_pre_registration_what_percentage_subfield,analysis_pre_registration_distribution_of_opinion_subfield_1,analysis_pre_registration_distribution_of_opinion_subfield_2,analysis_pre_registration_distribution_of_opinion_subfield_3,analysis_pre_registration_distribution_of_opinion_subfield_4,analysis_pre_registration_distribution_of_opinion_subfield_5,econ_subfield,psych_subfield,polisci_subfield,socio_subfield,analysis_pre_registration_descriptive_subfield_norm,analysis_pre_registration_prescriptive_subfield_norm,publicly_posting_descriptive_subfield_norm,publicly_posting_prescriptive_subfield_norm,descriptive_subfield_norm_across_practices,prescriptive_subfield_norm_across_practices,subfield_norms,subfield,Discipline,publicly_posting_approximately_when_was,posting_study_instruments_approximately_when_was,analysis_pre_registration_approximately_when_was,publicly_posting_approximately_how_many,posting_study_instruments_approximately_how_many,analysis_pre_registration_approximately_how_many,publicly_posting_think_about_last,posting_study_instruments_think_about_last,analysis_pre_registration_think_about_last,publicly_posting_have_you_ever,posting_study_instruments_have_you_ever,analysis_pre_registration_have_you_ever,has_done_posting_study_instruments,has_done_publicly_posting,has_done_analysis_pre_registration,has_done_any_practice_ever,has_done_posting_study_instruments_last_paper,has_done_publicly_posting_last_paper,has_done_analysis_pre_registration_last_paper,has_done_any_practice_ever_last_paper,publicly_posting_distribution_of_opinion_discipline_1,publicly_posting_distribution_of_opinion_discipline_2,publicly_posting_distribution_of_opinion_discipline_3,publicly_posting_distribution_of_opinion_discipline_4,publicly_posting_distribution_of_opinion_discipline_5,analysis_pre_registration_distribution_of_opinion_discipline_1,analysis_pre_registration_distribution_of_opinion_discipline_2,analysis_pre_registration_distribution_of_opinion_discipline_3,analysis_pre_registration_distribution_of_opinion_discipline_4,analysis_pre_registration_distribution_of_opinion_discipline_5,publicly_posting_what_is_your_opinion,publicly_posting_what_percentage_discipline,analysis_pre_registration_what_is_your_opinion,analysis_pre_registration_what_percentage_discipline,posting_study_instruments_what_is_your_opinion,personal_support_open_science,awareness_across_practices,attitude_across_practices,behavior_across_practices,trustworthiness_when_researchers_run_canonical,trustworthiness_how_confident_are,trustworthiness_when_researchers_run_recent,trustworthiness_think_about_table,norms,overall_open_science,trustworthiness_of_literature,descriptive_norm_across_practices,prescriptive_norm_across_practices,publicly_posting_practice_index,posting_study_instruments_practice_index,analysis_pre_registration_practice_index,manipulation_check_nudge,post_treatment_behavioral_intentions_and_attitudes,post_treatment_pre_registration_norms,post_treatment_research_transparency_behavioral_intentions_and_attitudes,post_treatment_research_transparency_norms,publicly_posting_attitude,publicly_posting_awareness,publicly_posting_behavior,publicly_posting_descriptive_norm,publicly_posting_prescriptive_norm,posting_study_instruments_attitude,posting_study_instruments_awareness,posting_study_instruments_behavior,analysis_pre_registration_attitude,analysis_pre_registration_awareness,analysis_pre_registration_behavior,analysis_pre_registration_descriptive_norm,analysis_pre_registration_prescriptive_norm,.dummy,"Overall personal
support",Awareness,Attitude,Behavior,"Personal support
(no norms)",Norms,"Overall
(includes norms)","Trustworthiness of
literature",Canonical research,Influential research,Recent research,"Latest issue of
 discipline's top journals"
faculty-100,35663,FALSE,TRUE,FALSE,FALSE,FALSE,0,Experimental,Published Author,35,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,2017,2016,2015,2,5,5,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,15,0,15,35,35,10,0,5,50,5,20,4,35,5,0.9777777777777777,1,0.9333333333333333,1,4,4,4,4,0.5125,0.7703703703703704,0.75,0.35,0.675,0.6354166666666666,1,0.6756944444444445,0.5,0.46499999999999997,0.625,0.6433333333333333,0.75,1,1,1,0.275,0.65625,1,1,1,0.8,1,1,0.425,0.69375,1,0.9777777777777777,1,0.9333333333333333,1,0.9777777777777777,0.5125,0.7703703703703704,0.75,4,4,4,4
grad-25,12721,TRUE,TRUE,TRUE,TRUE,FALSE,NA,Experimental,PhD Student,10,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,20,42,19,8,8,21,48,17,6,5,29,2,9,4,0.5388888888888889,0.6666666666666666,0.7000000000000001,0.25,3,4,4,4,0.295625,0.4482465277777778,0.6875,0.1325,0.45875,0.5045833333333334,0.6,0.24015625000000002,0.625,0.4225,0.875,0.3666666666666667,0.625,1,1,0.5,0.195,0.45375000000000004,0.8,1,0,0.30000000000000004,0,NA,0.07,0.46375,1,0.5388888888888889,0.6666666666666666,0.7000000000000001,0.25,0.5388888888888889,0.295625,0.4482465277777778,0.6875,3,4,4,4
grad-25,10278,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Quantitative non-experimental,PhD Student,85,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Macro Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economics,2017,NA,NA,2,NA,0,NA,NA,NA,1,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,20,80,0,0,60,20,20,5,50,5,7,5,0.6388888888888888,0.6666666666666666,1,0.25,2,2,1,2,0.5900000000000001,0.5894444444444444,0.1875,0.36750000000000005,0.8125,0.8083333333333333,0.5,0.46,0,0.725,0.75,0.8,1,1,1,0.5,0.675,0.975,1,0,NA,1,1,0,0.060000000000000005,0.65,1,0.6388888888888888,0.6666666666666666,1,0.25,0.6388888888888888,0.5900000000000001,0.5894444444444444,0.1875,2,2,1,2
grad-25,23459,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Quantitative non-experimental,PhD Student,71,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,Industrial Relations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economics,2014,NA,NA,5,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,15,5,18,27,35,24,12,39,14,11,5,71,4,61,4,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,5,5,5,5,0.6446875,0.6630092592592592,1,0.6775,0.611875,0.82875,0.6,0.5602777777777778,0.5,0.2975,0.5,0.47333333333333333,0.875,1,1,1,0.71,0.77625,0.8,1,0,0.8,1,0,0.645,0.44749999999999995,1,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,0.7333333333333334,0.6446875,0.6630092592592592,1,5,5,5,5
faculty-75,33727,TRUE,TRUE,TRUE,FALSE,FALSE,0,Experimental,Published Author,90,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,2006,2010,NA,10,1,0,1,0,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5,0,20,25,50,30,0,50,0,20,5,70,5,5,5,0.9074074074074074,1,1,0.7222222222222222,4,4,4,5,0.571875,0.750462962962963,0.8125,0.42500000000000004,0.71875,0.8847222222222223,0.8888888888888888,0.4777777777777778,0.75,0.5625,0.625,0.7916666666666666,0.875,1,1,1,0.8,0.8875000000000001,1,1,0.6666666666666666,1,1,0.5,0.05,0.55,1,0.9074074074074074,1,1,0.7222222222222222,0.9074074074074074,0.571875,0.750462962962963,0.8125,4,4,4,5
grad-25,10678,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Experimental,PhD Student,21,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,2016,NA,NA,3,0,0,0,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,23,27,15,20,37,19,19,13,12,5,19,4,4,4,0.6962962962962963,1,0.8666666666666667,0.2222222222222222,2,2,3,3,0.31281250000000005,0.5018672839506173,0.375,0.15000000000000002,0.475625,0.5381018518518519,0.6,0.3675,0.75,0.125,NA,0.46499999999999997,NA,1,1,0.6666666666666666,0.2,0.52875,0.8,1,0,0.8,1,0,0.1,0.4225,1,0.6962962962962963,1,0.8666666666666667,0.2222222222222222,0.6962962962962963,0.31281250000000005,0.5018672839506173,0.375,2,2,3,3
faculty-75,5223,FALSE,FALSE,TRUE,FALSE,FALSE,3000,Quantitative non-experimental,Published Author,20,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,2016,NA,NA,2,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,60,10,0,10,20,75,20,0,0,5,5,10,2,5,5,0.7,1,0.7666666666666667,0.3333333333333333,4,3,2,3,0.15281250000000002,0.4479166666666667,0.5,0.09500000000000001,0.210625,0.48736111111111113,0.6666666666666666,0.18972222222222224,0.5,0,0.25,0.6666666666666666,0.75,1,1,1,0.15000000000000002,0.32875000000000004,1,1,0,0.30000000000000004,1,0,0.04,0.0925,1,0.7,1,0.7666666666666667,0.3333333333333333,0.7,0.15281250000000002,0.4479166666666667,0.5,4,3,2,3
grad-40,4000,TRUE,TRUE,FALSE,TRUE,FALSE,NA,Experimental,PhD Student,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,NA,NA,NA,0,NA,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,42,39,10,4,35,42,21,2,0,3,10,2,2,3,0.4111111111111111,0.6666666666666666,0.5666666666666667,0,3,4,4,4,0.198125,0.3036111111111111,0.6875,0.05,0.34625,0.36138888888888887,0.3,0.24944444444444444,0.25,0.135,0.5,0.18166666666666667,0.75,0.7,1,0,0.085,0.4275,0.6,0,NA,0.4,1,0,0.015,0.265,1,0.4111111111111111,0.6666666666666666,0.5666666666666667,0,0.4111111111111111,0.198125,0.3036111111111111,0.6875,3,4,4,4
grad-25,19511,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Quantitative non-experimental,PhD Student,25,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Finance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economics,NA,NA,NA,0,NA,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,15,27,52,9,9,58,14,10,4,9,5,0,4,0.6055555555555555,0.6666666666666666,0.9,0.25,4,4,4,4,0.3884375,0.46597222222222223,0.75,0.08499999999999999,0.691875,0.6040277777777778,0.4,0.39388888888888884,1,0.565,0.625,0.5883333333333334,1,0.9,1,0.5,0.16999999999999998,0.86875,0.8,0,NA,1,1,0,0,0.5149999999999999,1,0.6055555555555555,0.6666666666666666,0.9,0.25,0.6055555555555555,0.3884375,0.46597222222222223,0.75,4,4,4,4
grad-25,37313,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Quantitative non-experimental,PhD Student,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Industrial Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economics,NA,NA,NA,0,NA,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,20,33,27,15,0,19,50,20,11,3,4,3,10,5,0.4888888888888889,0.6666666666666666,0.8,0,5,4,3,2,0.3034375,0.4165277777777778,0.625,0.0425,0.5643750000000001,0.4011111111111111,0.45,0.39847222222222223,0.375,0.6875,0.75,0.7083333333333334,0.875,0.7,1,0,0.035,0.6,0.9,0,NA,0.8,1,0,0.05,0.52875,1,0.4888888888888889,0.6666666666666666,0.8,0,0.4888888888888889,0.3034375,0.4165277777777778,0.625,5,4,3,2
grad-40,20751,FALSE,FALSE,TRUE,FALSE,TRUE,3000,Quantitative non-experimental,PhD Student,41,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,Labor Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economics,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,20,5,35,25,20,20,20,20,20,4,34,4,25,5,0.5,0.6666666666666666,0.8333333333333334,0,3,3,3,3,0.421875,0.508425925925926,0.5,0.3,0.54375,0.5169444444444444,0.6333333333333333,0.375,0.625,0.315,0.375,0.6516666666666666,0.875,0.8,1,0,0.375,0.5875,0.9,1,0,0.8,0,NA,0.225,0.5,1,0.5,0.6666666666666666,0.8333333333333334,0,0.5,0.421875,0.508425925925926,0.5,3,3,3,3
faculty-75,34156,FALSE,TRUE,FALSE,TRUE,TRUE,0,Experimental,Published Author,82,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,1999,NA,NA,10,0,NA,NA,NA,NA,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,5,10,55,20,50,30,10,10,0,5,81,2,20,5,0.7388888888888889,0.6666666666666666,0.8,0.75,4,4,5,4,0.4553125,0.6151099537037037,0.8125,0.47,0.440625,0.8377777777777777,0.8333333333333334,0.17421875,0.875,0.1725,0.25,0.5116666666666667,0.75,1,1,1,0.815,0.7,1,1,0.5,0.4,0,NA,0.125,0.18125,1,0.7388888888888889,0.6666666666666666,0.8,0.75,0.7388888888888889,0.4553125,0.6151099537037037,0.8125,4,4,5,4
faculty-100,28650,TRUE,FALSE,FALSE,FALSE,TRUE,0,Qualitative or Theoretical,Published Author,25,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,2000,NA,0,4,NA,NA,0,NA,1,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,0,50,40,0,0,0,55,45,4,40,4,51,4,0.5444444444444444,0.6666666666666666,0.8,0.16666666666666666,3,4,5,4,0.5728125,0.6105960648148149,0.75,0.4175,0.728125,0.5833333333333334,0.7111111111111111,0.53734375,0.125,0.1875,0.75,0.42,1,0.8,1,0,0.325,0.8,0.8,1,0.3333333333333333,0.8,0,NA,0.51,0.65625,1,0.5444444444444444,0.6666666666666666,0.8,0.16666666666666666,0.5444444444444444,0.5728125,0.6105960648148149,0.75,3,4,5,4
grad-40,15789,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Experimental,PhD Student,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,27,33,20,12,5,16,23,31,25,4,5,5,5,4,0.5,0.6666666666666666,0.8333333333333334,0,3,4,2,2,0.3246875,0.44935185185185184,0.4375,0.05,0.599375,0.33625,0.5666666666666667,0.44513888888888886,0,0.345,0.875,0.255,1,0.8,0,NA,0.065,0.57,0.7,1,0,1,1,0,0.035,0.6287499999999999,1,0.5,0.6666666666666666,0.8333333333333334,0,0.5,0.3246875,0.44935185185185184,0.4375,3,4,2,2
grad-25,25121,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Quantitative non-experimental,PhD Student,40,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,27,13,26,20,50,25,20,5,0,5,20,4,3,5,0.6166666666666667,0.6666666666666666,0.9333333333333333,0.25,2,2,3,3,0.318125,0.49024305555555553,0.375,0.16500000000000004,0.47125,0.585,0.6666666666666666,0.2190625,0.875,0.125,0.5,0.5800000000000001,0.75,1,1,0.5,0.30000000000000004,0.655,1,1,0,0.8,0,NA,0.03,0.2875,1,0.6166666666666667,0.6666666666666666,0.9333333333333333,0.25,0.6166666666666667,0.318125,0.49024305555555553,0.375,2,2,3,3
faculty-75,25346,TRUE,FALSE,TRUE,FALSE,FALSE,3000,Quantitative non-experimental,Published Author,45,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,2012,NA,NA,15,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,25,5,10,20,40,20,5,5,20,50,5,45,3,10,4,0.7666666666666667,1,0.8,0.5,4,4,3,4,0.4765625,0.6395833333333334,0.6875,0.25,0.703125,0.6979166666666667,0.7666666666666667,0.45416666666666666,1,0.2125,0.5,0.6833333333333333,1,1,1,1,0.45,0.64375,0.8,1,0.5,0.6,1,0,0.05,0.7625,1,0.7666666666666667,1,0.8,0.5,0.7666666666666667,0.4765625,0.6395833333333334,0.6875,4,4,3,4
grad-40,4048,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Qualitative or Theoretical,PhD Student,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,35,50,3,6,45,31,15,5,10,3,5,5,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,3,3,3,2,0.3903125,0.6036574074074075,0.4375,0.0675,0.713125,0.5861111111111111,0.8333333333333334,0.3915277777777778,0.25,0.2125,0.625,0.2916666666666667,1,1,1,0.5,0.1,0.8250000000000001,1,1,0.5,0.6,1,0,0.035,0.6012500000000001,1,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,0.7333333333333334,0.3903125,0.6036574074074075,0.4375,3,3,3,2
faculty-75,3581,FALSE,FALSE,TRUE,FALSE,FALSE,0,Quantitative non-experimental,Published Author,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,2012,NA,NA,1,0,0,0,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14,22,52,9,3,21,33,37,8,1,4,4,4,1,5,0.6370370370370371,1,0.8,0.1111111111111111,4,4,2,3,0.18937500000000002,0.43762345679012343,0.5625,0.02,0.35875,0.37398148148148147,0.6333333333333333,0.3055555555555556,0.5,0.2575,0.375,0.35,0.75,0.8,1,0.3333333333333333,0.03,0.3775,0.9,1,0,0.7,1,0,0.01,0.34,1,0.6370370370370371,1,0.8,0.1111111111111111,0.6370370370370371,0.18937500000000002,0.43762345679012343,0.5625,4,4,2,3
grad-40,12092,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Quantitative non-experimental,PhD Student,95,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,2015,NA,NA,3,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,16,33,51,0,33,33,13,21,5,55,3,51,5,0.7888888888888889,1,0.8666666666666667,0.5,2,2,4,4,0.62875,0.7248148148148148,0.5,0.53,0.7275,0.861111111111111,0.8333333333333334,0.48,0.625,0.0625,0,0.6666666666666666,1,1,1,1,0.75,0.8999999999999999,1,1,0.5,0.6,1,0,0.31,0.555,1,0.7888888888888889,1,0.8666666666666667,0.5,0.7888888888888889,0.62875,0.7248148148148148,0.5,2,2,4,4
grad-40,33509,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Experimental,PhD Student,30,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,10,30,60,0,0,10,30,60,5,10,5,10,5,0.7777777777777778,1,1,0.3333333333333333,3,3,3,3,0.5203125,0.6349537037037036,0.5,0.15000000000000002,0.890625,0.6354166666666666,0.6666666666666666,0.6027777777777777,0.5,0.725,1,0.7833333333333333,1,1,1,0.5,0.2,0.90625,1,1,0,1,1,0.5,0.1,0.875,1,0.7777777777777778,1,1,0.3333333333333333,0.7777777777777778,0.5203125,0.6349537037037036,0.5,3,3,3,3
grad-25,23707,TRUE,FALSE,TRUE,FALSE,TRUE,NA,Quantitative non-experimental,PhD Student,65,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,2016,NA,NA,2,0,0,NA,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,8,23,38,26,16,30,30,20,4,5,60,4,5,4,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,4,2,3,3,0.436875,0.571388888888889,0.5,0.3325,0.54125,0.7613888888888889,0.6,0.3527777777777778,0.5,0.36,0.5,0.6183333333333333,0.75,1,1,1,0.625,0.6675,0.8,1,0,0.8,1,0,0.04,0.41500000000000004,1,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,0.7333333333333334,0.436875,0.571388888888889,0.5,4,2,3,3
grad-25,12861,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Quantitative non-experimental,PhD Student,41,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,Development Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economics,2015,NA,NA,1,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,46,50,4,0,0,0,20,80,4,42,5,51,5,0.8666666666666667,1,0.9333333333333333,0.6666666666666666,4,5,5,5,0.6434375,0.7594907407407407,0.9375,0.47250000000000003,0.814375,0.67625,0.8333333333333334,0.7688888888888888,0.375,0.525,0.625,0.6183333333333333,0.75,0.8,1,1,0.415,0.67875,1,1,0.5,1,1,0.5,0.53,0.95,1,0.8666666666666667,1,0.9333333333333333,0.6666666666666666,0.8666666666666667,0.6434375,0.7594907407407407,0.9375,4,5,5,5
faculty-100,34912,FALSE,FALSE,FALSE,TRUE,FALSE,0,Quantitative non-experimental,Published Author,62,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,Econometrics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,40,0,40,20,22,12,47,19,0,5,39,3,19,3,0.3555555555555555,0.3333333333333333,0.7333333333333333,0,4,4,4,4,0.525625,0.4338773148148148,0.75,0.4275,0.62375,0.6194444444444445,0.3,0.38218749999999996,NA,0,NA,0,NA,1,1,0,0.505,0.7250000000000001,0.6,0,NA,0.6,0,NA,0.35,0.5225,1,0.3555555555555555,0.3333333333333333,0.7333333333333333,0,0.3555555555555555,0.525625,0.4338773148148148,0.75,4,4,4,4
grad-25,22464,FALSE,TRUE,TRUE,FALSE,FALSE,3000,Experimental,PhD Student,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,50,40,0,11,35,40,14,4,8,2,2,5,0.5777777777777778,1,0.7333333333333334,0,4,4,2,3,0.395,0.5159259259259259,0.5625,0.055,0.735,0.5051388888888889,0.6666666666666666,0.3759722222222222,0.25,0.3125,0.75,0.6666666666666666,1,0.8,1,0,0.09,0.82875,1,1,0,0.4,1,0,0.02,0.64125,1,0.5777777777777778,1,0.7333333333333334,0,0.5777777777777778,0.395,0.5159259259259259,0.5625,4,4,2,3
grad-25,1986,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Quantitative non-experimental,PhD Student,55,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Political Science,NA,NA,NA,0,NA,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,30,40,15,20,50,10,5,5,40,3,2,4,0.47777777777777775,0.6666666666666666,0.7666666666666666,0,5,4,3,3,0.4125,0.43037037037037035,0.6875,0.25,0.575,0.6159722222222223,0.35,0.32513888888888887,0.5,0.25,0.625,0.525,1,1,1,0,0.47500000000000003,0.73125,0.7,0,NA,0.6,1,0,0.025,0.41875,1,0.47777777777777775,0.6666666666666666,0.7666666666666666,0,0.47777777777777775,0.4125,0.43037037037037035,0.6875,5,4,3,3
faculty-75,20486,FALSE,FALSE,TRUE,FALSE,FALSE,0,Quantitative non-experimental,Published Author,5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,5,30,2,18,25,0,40,5,30,3,10,3,0,3,0.3111111111111111,0.3333333333333333,0.6,0,5,5,5,4,0.2525,0.35506944444444444,0.9375,0.037500000000000006,0.4675,0.23421875,0.5333333333333333,0.29765625,0.625,0.125,0.5,0.08333333333333333,0.5,0.6,0,NA,0.07500000000000001,0.34125,0.6,1,0,0.6,0,NA,0,0.59375,1,0.3111111111111111,0.3333333333333333,0.6,0,0.3111111111111111,0.2525,0.35506944444444444,0.9375,5,5,5,4
grad-25,17339,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Quantitative non-experimental,PhD Student,25,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,2018,0,0,1,NA,NA,0,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,20,44,18,9,9,27,43,17,7,6,4,15,4,4,4,0.7851851851851852,1,0.8,0.5555555555555556,2,3,4,2,0.306875,0.5664506172839506,0.4375,0.1225,0.49125,0.495,0.7666666666666667,0.4376851851851852,0.75,0.3975,0.75,0.275,0.75,0.8,1,0.5,0.2,0.535,0.8,1,0.5,0.8,1,0.6666666666666666,0.045,0.4475,1,0.7851851851851852,1,0.8,0.5555555555555556,0.7851851851851852,0.306875,0.5664506172839506,0.4375,2,3,4,2
